Age,Age_Group,Gender,MaritalStatus,Education_Level,Department,JobRole,Job_Satisfaction_Level,Work_Life_Balance_Level,MonthlyIncome,OverTime,OverTime_Flag,YearsAtCompany,Tenure_Group,Attrition,Attrition_Flag,BusinessTravel,DistanceFromHome,Commute_Distance,High_Risk,Long_Without_Promo,Stock_Option_Level,Performance_Rating_Level,EmployeeNumber,EducationField
51,46-55,Female,Married,College,Sales,Sales Executive,Very High,Medium,4936,No,0,7,5-10 years,No,0,Travel_Rarely,14,Very Far,1,0,Low,Good,500,Life Sciences
36,36-45,Female,Married,Bachelor,Research & Development,Research Scientist,High,High,2543,No,0,2,0-2 years,No,0,Travel_Rarely,2,Near,0,0,Low,Good,501,Life Sciences
34,26-35,Male,Single,Bachelor,Sales,Sales Executive,Very High,Medium,5304,Yes,1,5,2-5 years,Yes,1,Non-Travel,19,Very Far,1,0,,Good,502,Marketing
55,46-55,Female,Single,Bachelor,Research & Development,Manager,Very High,High,16659,Yes,1,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,,Good,505,Life Sciences
24,18-25,Female,Divorced,Master,Sales,Sales Executive,High,Very High,4260,Yes,1,5,2-5 years,No,0,Travel_Rarely,10,Far,0,0,Low,Good,507,Marketing
30,26-35,Male,Married,Below College,Sales,Sales Representative,Medium,High,2476,No,0,1,0-2 years,No,0,Travel_Rarely,2,Near,1,0,Low,Good,508,Technical Degree
26,26-35,Male,Single,Below College,Research & Development,Research Scientist,Low,High,3102,No,0,6,5-10 years,Yes,1,Travel_Frequently,3,Moderate,1,0,,Outstanding,510,Technical Degree
22,18-25,Female,Married,Bachelor,Research & Development,Research Scientist,Medium,High,2244,No,0,2,0-2 years,No,0,Travel_Rarely,11,Very Far,1,0,Low,Good,511,Medical
36,36-45,Male,Married,College,Sales,Sales Executive,High,High,7596,No,0,10,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Medium,Good,513,Medical
30,26-35,Male,Single,Bachelor,Research & Development,Research Scientist,Very High,High,2285,Yes,1,1,0-2 years,Yes,1,Travel_Frequently,4,Moderate,0,0,,Outstanding,514,Technical Degree
37,36-45,Female,Divorced,Bachelor,Research & Development,Laboratory Technician,Low,Medium,3034,No,0,18,10-20 years,No,0,Travel_Rarely,14,Very Far,1,1,Low,Good,515,Life Sciences
40,36-45,Female,Divorced,College,Sales,Sales Executive,Medium,High,5715,No,0,5,2-5 years,No,0,Travel_Rarely,2,Near,1,0,Medium,Good,516,Marketing
42,36-45,Female,Divorced,Master,Research & Development,Laboratory Technician,Low,High,2576,No,0,5,2-5 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,517,Life Sciences
37,36-45,Male,Single,Master,Research & Development,Manufacturing Director,Medium,Medium,4197,Yes,1,1,0-2 years,No,0,Travel_Rarely,10,Far,1,0,,Good,518,Life Sciences
43,36-45,Male,Divorced,Bachelor,Research & Development,Research Director,Medium,High,14336,No,0,25,20+ years,No,0,Travel_Rarely,12,Very Far,1,1,Low,Good,520,Life Sciences
40,36-45,Female,Married,Bachelor,Research & Development,Laboratory Technician,High,High,3448,No,0,1,0-2 years,No,0,Travel_Rarely,2,Near,0,0,Low,Outstanding,521,Medical
54,46-55,Male,Married,College,Research & Development,Research Director,Low,Medium,19406,No,0,4,2-5 years,No,0,Travel_Rarely,5,Moderate,1,0,Low,Good,522,Medical
34,26-35,Female,Married,Master,Sales,Sales Executive,High,High,6538,No,0,3,2-5 years,No,0,Non-Travel,4,Moderate,0,0,Low,Good,523,Marketing
31,26-35,Female,Married,College,Research & Development,Manufacturing Director,Low,Low,4306,No,0,13,10-20 years,No,0,Travel_Rarely,7,Far,1,1,Low,Good,524,Medical
43,36-45,Male,Married,Bachelor,Research & Development,Laboratory Technician,Very High,High,2258,No,0,3,2-5 years,No,0,Travel_Frequently,21,Very Far,0,0,Low,Outstanding,525,Medical
43,36-45,Female,Divorced,Master,Research & Development,Healthcare Representative,High,High,4522,Yes,1,5,2-5 years,No,0,Travel_Rarely,8,Far,0,0,,Good,526,Other
25,18-25,Female,Single,College,Sales,Sales Executive,Very High,High,4487,Yes,1,5,2-5 years,No,0,Travel_Rarely,4,Moderate,0,0,,Good,527,Life Sciences
37,36-45,Female,Married,Doctor,Research & Development,Research Scientist,High,High,4449,Yes,1,13,10-20 years,No,0,Non-Travel,25,Very Far,0,1,Medium,Good,529,Medical
31,26-35,Male,Married,College,Research & Development,Laboratory Technician,Low,High,2218,No,0,4,2-5 years,No,0,Travel_Rarely,1,Near,1,1,Low,Good,530,Life Sciences
39,36-45,Male,Divorced,Below College,Research & Development,Manager,High,High,19197,Yes,1,21,20+ years,No,0,Travel_Frequently,1,Near,0,0,Low,Good,531,Life Sciences
56,56-65,Female,Married,Bachelor,Sales,Sales Executive,Low,Medium,13212,No,0,7,5-10 years,No,0,Travel_Frequently,6,Far,1,1,High,Good,532,Life Sciences
30,26-35,Female,Single,Bachelor,Sales,Sales Executive,High,High,6577,No,0,5,2-5 years,No,0,Travel_Rarely,12,Very Far,0,1,,Good,533,Technical Degree
41,36-45,Male,Married,Bachelor,Sales,Sales Executive,Low,High,8392,No,0,10,5-10 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,534,Marketing
28,26-35,Male,Divorced,College,Research & Development,Laboratory Technician,Low,High,4558,No,0,10,5-10 years,No,0,Travel_Rarely,17,Very Far,1,0,Low,Good,536,Medical
25,18-25,Male,Married,Bachelor,Research & Development,Laboratory Technician,Low,High,4031,No,0,2,0-2 years,Yes,1,Travel_Rarely,3,Moderate,1,0,Low,Good,538,Medical
52,46-55,Male,Married,Bachelor,Research & Development,Manufacturing Director,High,High,7969,Yes,1,5,2-5 years,No,0,Travel_Rarely,3,Moderate,0,0,,Good,543,Medical
45,36-45,Male,Married,College,Research & Development,Research Scientist,Very High,Medium,2654,No,0,2,0-2 years,No,0,Travel_Rarely,10,Far,1,0,Medium,Outstanding,544,Life Sciences
52,46-55,Female,Married,College,Research & Development,Manager,Very High,Low,16555,No,0,5,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,,Good,546,Life Sciences
42,36-45,Female,Divorced,College,Research & Development,Research Scientist,High,High,4556,No,0,5,2-5 years,No,0,Travel_Frequently,29,Very Far,0,0,Low,Good,547,Life Sciences
30,26-35,Female,Single,Bachelor,Research & Development,Manufacturing Director,Very High,High,6091,No,0,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,,Outstanding,548,Life Sciences
60,56-65,Female,Married,Bachelor,Research & Development,Manager,Low,Low,19566,No,0,29,20+ years,No,0,Travel_Rarely,7,Far,1,1,,Good,549,Life Sciences
46,46-55,Female,Divorced,Bachelor,Research & Development,Manufacturing Director,High,Medium,4810,No,0,10,5-10 years,No,0,Travel_Rarely,18,Very Far,1,0,Low,Good,550,Medical
42,36-45,Female,Married,Master,Research & Development,Healthcare Representative,Very High,Very High,4523,No,0,6,5-10 years,No,0,Travel_Frequently,28,Very Far,0,0,High,Good,551,Technical Degree
24,18-25,Female,Single,Below College,Sales,Sales Representative,Medium,High,3202,Yes,1,5,2-5 years,Yes,1,Travel_Rarely,1,Near,1,0,,Good,554,Technical Degree
34,26-35,Female,Divorced,College,Sales,Sales Representative,High,Medium,2351,No,0,2,0-2 years,Yes,1,Travel_Frequently,6,Far,1,0,Low,Good,555,Marketing
38,36-45,Male,Married,College,Research & Development,Laboratory Technician,Very High,High,1702,Yes,1,1,0-2 years,No,0,Travel_Frequently,2,Near,0,0,Low,Outstanding,556,Life Sciences
40,36-45,Female,Married,Master,Sales,Manager,High,High,18041,No,0,20,10-20 years,No,0,Travel_Rarely,2,Near,0,0,,Good,558,Life Sciences
26,26-35,Female,Divorced,Bachelor,Research & Development,Research Scientist,Very High,Low,2886,No,0,3,2-5 years,No,0,Travel_Rarely,23,Very Far,1,0,Medium,Outstanding,560,Life Sciences
30,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,Very High,Low,2097,No,0,5,2-5 years,No,0,Non-Travel,3,Moderate,1,0,Low,Good,562,Life Sciences
29,26-35,Male,Married,Master,Research & Development,Research Director,High,High,11935,No,0,10,5-10 years,No,0,Travel_Rarely,3,Moderate,0,0,,Good,564,Medical
29,26-35,Female,Married,Doctor,Research & Development,Research Scientist,Medium,Very High,2546,No,0,2,0-2 years,Yes,1,Travel_Rarely,25,Very Far,1,0,,Good,565,Technical Degree
19,18-25,Male,Single,College,Human Resources,Human Resources,Very High,Very High,2564,No,0,1,0-2 years,Yes,1,Travel_Rarely,2,Near,0,0,,Good,566,Technical Degree
30,26-35,Female,Married,Master,Sales,Sales Executive,Low,High,8412,No,0,9,5-10 years,No,0,Non-Travel,22,Very Far,1,1,,Good,567,Other
57,56-65,Male,Divorced,Bachelor,Sales,Manager,Very High,Medium,14118,No,0,1,0-2 years,No,0,Travel_Rarely,29,Very Far,1,0,Low,Good,568,Marketing
50,46-55,Male,Married,Master,Research & Development,Manager,High,High,17046,No,0,27,20+ years,No,0,Travel_Rarely,29,Very Far,0,1,Low,Good,569,Life Sciences
30,26-35,Female,Single,Bachelor,Research & Development,Laboratory Technician,Very High,Medium,2564,No,0,11,10-20 years,No,0,Non-Travel,2,Near,1,1,,Good,571,Medical
60,56-65,Female,Married,Bachelor,Sales,Sales Executive,Low,Very High,10266,No,0,18,10-20 years,No,0,Travel_Frequently,28,Very Far,1,1,,Good,573,Marketing
47,46-55,Female,Divorced,College,Research & Development,Manufacturing Director,Very High,High,5070,No,0,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,High,Good,574,Medical
46,46-55,Male,Married,Bachelor,Research & Development,Research Director,High,Low,17861,No,0,3,2-5 years,No,0,Travel_Rarely,2,Near,1,0,,Good,575,Life Sciences
35,26-35,Male,Single,Bachelor,Research & Development,Laboratory Technician,High,High,4230,No,0,5,2-5 years,No,0,Travel_Rarely,22,Very Far,0,1,,Good,577,Life Sciences
54,46-55,Female,Single,Master,Research & Development,Laboratory Technician,High,High,3780,No,0,1,0-2 years,No,0,Travel_Rarely,8,Far,0,0,,Good,578,Life Sciences
34,26-35,Male,Divorced,Master,Research & Development,Research Scientist,High,High,2768,No,0,7,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Low,Good,579,Life Sciences
46,46-55,Female,Married,Bachelor,Sales,Sales Executive,Very High,High,9071,Yes,1,3,2-5 years,No,0,Travel_Rarely,10,Far,0,0,Low,Good,580,Marketing
31,26-35,Male,Divorced,Below College,Research & Development,Manufacturing Director,Medium,Very High,10648,No,0,13,10-20 years,No,0,Travel_Rarely,9,Far,1,0,Low,Outstanding,581,Life Sciences
33,26-35,Male,Married,Below College,Research & Development,Manager,High,Very High,13610,Yes,1,7,5-10 years,Yes,1,Travel_Rarely,15,Very Far,0,1,,Good,582,Medical
33,26-35,Male,Divorced,Below College,Research & Development,Laboratory Technician,Very High,High,3408,No,0,4,2-5 years,Yes,1,Travel_Rarely,10,Far,0,0,High,Good,584,Medical
30,26-35,Male,Single,Below College,Sales,Sales Representative,Medium,High,2983,No,0,3,2-5 years,No,0,Travel_Rarely,7,Far,1,0,,Good,585,Marketing
35,26-35,Male,Married,Bachelor,Research & Development,Healthcare Representative,High,High,7632,Yes,1,8,5-10 years,No,0,Travel_Rarely,16,Very Far,0,0,,Good,586,Life Sciences
31,26-35,Male,Married,Bachelor,Research & Development,Healthcare Representative,High,High,9824,No,0,1,0-2 years,Yes,1,Travel_Frequently,20,Very Far,0,0,,Good,587,Life Sciences
34,26-35,Female,Divorced,Bachelor,Human Resources,Human Resources,Low,High,9950,Yes,1,3,2-5 years,Yes,1,Travel_Frequently,23,Very Far,1,0,High,Good,590,Human Resources
42,36-45,Male,Married,College,Research & Development,Laboratory Technician,High,High,2093,No,0,2,0-2 years,No,0,Travel_Frequently,5,Moderate,0,0,Low,Good,591,Other
36,36-45,Male,Single,Master,Sales,Sales Executive,Very High,Medium,9980,No,0,10,5-10 years,No,0,Non-Travel,10,Far,1,1,,Good,592,Medical
22,18-25,Male,Single,Below College,Research & Development,Laboratory Technician,High,High,3894,No,0,2,0-2 years,Yes,1,Travel_Frequently,4,Moderate,0,0,,Good,593,Technical Degree
48,46-55,Female,Married,Doctor,Sales,Sales Executive,Very High,High,4051,No,0,9,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Low,Good,595,Marketing
55,46-55,Female,Single,Doctor,Sales,Manager,Medium,High,16835,No,0,10,5-10 years,No,0,Travel_Rarely,18,Very Far,1,1,,Outstanding,597,Life Sciences
41,36-45,Male,Single,College,Sales,Sales Executive,Very High,High,6230,No,0,14,10-20 years,No,0,Non-Travel,10,Far,0,0,,Good,599,Life Sciences
35,26-35,Male,Married,Bachelor,Sales,Sales Executive,High,High,4717,No,0,11,10-20 years,No,0,Travel_Rarely,1,Near,0,1,,Good,600,Marketing
40,36-45,Female,Single,Bachelor,Research & Development,Manufacturing Director,High,High,13237,No,0,20,10-20 years,No,0,Travel_Rarely,6,Far,0,1,,Good,601,Life Sciences
39,36-45,Female,Married,Below College,Research & Development,Laboratory Technician,High,High,3755,No,0,8,5-10 years,No,0,Travel_Frequently,8,Far,0,0,Low,Good,602,Life Sciences
31,26-35,Male,Single,Below College,Sales,Sales Executive,Very High,Very High,6582,Yes,1,6,5-10 years,No,0,Travel_Rarely,2,Near,0,0,,Good,604,Life Sciences
42,36-45,Male,Married,Bachelor,Research & Development,Manufacturing Director,Low,Medium,7406,Yes,1,10,5-10 years,No,0,Travel_Rarely,24,Very Far,1,1,Low,Outstanding,605,Medical
45,36-45,Male,Married,Bachelor,Sales,Sales Executive,Medium,Very High,4805,No,0,8,5-10 years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,606,Other
26,26-35,Female,Divorced,Master,Human Resources,Human Resources,High,Medium,2741,Yes,1,7,5-10 years,Yes,1,Travel_Frequently,17,Very Far,1,0,Low,Good,608,Life Sciences
29,26-35,Male,Divorced,Bachelor,Research & Development,Manufacturing Director,Very High,Very High,4262,No,0,3,2-5 years,No,0,Travel_Rarely,19,Very Far,0,0,Medium,Good,611,Technical Degree
33,26-35,Female,Divorced,Doctor,Research & Development,Research Director,High,High,16184,No,0,6,5-10 years,No,0,Travel_Rarely,1,Near,0,0,Low,Good,612,Medical
31,26-35,Male,Divorced,Bachelor,Sales,Manager,Very High,Medium,11557,No,0,5,2-5 years,No,0,Travel_Rarely,7,Far,1,0,Low,Outstanding,613,Life Sciences
18,,Male,Single,Bachelor,Sales,Sales Representative,Medium,High,1878,Yes,1,0,,Yes,1,Travel_Frequently,5,Moderate,1,0,,Good,614,Marketing
40,36-45,Male,Divorced,Bachelor,Sales,Sales Executive,Low,High,10932,No,0,1,0-2 years,No,0,Non-Travel,28,Very Far,1,0,Low,Good,615,Other
41,36-45,Female,Single,Master,Research & Development,Healthcare Representative,High,High,6811,Yes,1,8,5-10 years,No,0,Non-Travel,2,Near,0,0,,Good,616,Other
26,26-35,Male,Divorced,College,Sales,Sales Executive,High,High,4306,No,0,0,,No,0,Travel_Rarely,29,Very Far,0,0,Medium,Good,618,Medical
35,26-35,Female,Single,Bachelor,Sales,Sales Executive,High,High,4859,No,0,5,2-5 years,No,0,Travel_Rarely,1,Near,0,0,,Good,620,Medical
34,26-35,Male,Single,Master,Sales,Sales Executive,Very High,High,5337,No,0,10,5-10 years,No,0,Travel_Rarely,21,Very Far,0,1,,Good,621,Life Sciences
26,26-35,Male,Single,Bachelor,Research & Development,Laboratory Technician,Very High,Low,2340,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,24,Very Far,1,0,,Good,622,Technical Degree
37,36-45,Female,Single,Bachelor,Research & Development,Manufacturing Director,Very High,Very High,7491,No,0,6,5-10 years,No,0,Travel_Rarely,1,Near,0,0,,Good,623,Technical Degree
46,46-55,Female,Married,Below College,Research & Development,Healthcare Representative,High,Medium,10527,No,0,2,0-2 years,No,0,Travel_Frequently,18,Very Far,1,0,,Good,624,Medical
41,36-45,Female,Married,Doctor,Sales,Manager,Low,High,16595,No,0,18,10-20 years,No,0,Travel_Rarely,2,Near,1,1,Low,Good,625,Life Sciences
37,36-45,Male,Divorced,Master,Sales,Sales Executive,Medium,High,8834,No,0,9,5-10 years,No,0,Non-Travel,9,Far,1,1,Low,Good,626,Medical
52,46-55,Male,Divorced,College,Research & Development,Research Scientist,Low,High,5577,Yes,1,10,5-10 years,No,0,Travel_Rarely,6,Far,1,1,Medium,Good,630,Technical Degree
32,26-35,Male,Married,Master,Sales,Sales Executive,High,High,4707,No,0,4,2-5 years,Yes,1,Non-Travel,11,Very Far,0,0,,Good,631,Other
24,18-25,Male,Married,Bachelor,Sales,Sales Representative,Very High,High,2400,No,0,2,0-2 years,No,0,Travel_Frequently,24,Very Far,0,0,Medium,Good,632,Medical
38,36-45,Female,Married,Bachelor,Research & Development,Healthcare Representative,High,High,9824,No,0,1,0-2 years,No,0,Travel_Rarely,10,Far,0,0,Low,Good,634,Medical
37,36-45,Female,Married,Master,Research & Development,Manufacturing Director,Medium,Medium,6447,No,0,6,5-10 years,No,0,Travel_Rarely,1,Near,1,1,Low,Good,635,Life Sciences
49,46-55,Male,Divorced,Master,Research & Development,Research Director,High,High,19502,Yes,1,31,20+ years,No,0,Travel_Rarely,18,Very Far,0,0,Low,Good,638,Life Sciences
24,18-25,Male,Married,Bachelor,Research & Development,Research Scientist,Very High,High,2725,Yes,1,6,5-10 years,No,0,Travel_Rarely,23,Very Far,0,0,Medium,Good,639,Medical
26,26-35,Male,Married,College,Sales,Sales Executive,Medium,Very High,6272,No,0,5,2-5 years,No,0,Travel_Rarely,28,Very Far,1,0,Medium,Outstanding,641,Marketing
24,18-25,Male,Married,College,Research & Development,Laboratory Technician,Medium,High,2127,No,0,1,0-2 years,No,0,Travel_Rarely,17,Very Far,1,0,Low,Outstanding,643,Other
50,46-55,Male,Married,Bachelor,Human Resources,Manager,Medium,High,18200,No,0,32,20+ years,No,0,Travel_Frequently,3,Moderate,1,1,Low,Good,644,Medical
25,18-25,Male,Married,Below College,Sales,Sales Representative,High,High,2096,No,0,7,5-10 years,No,0,Travel_Rarely,13,Very Far,0,0,,Good,645,Medical
24,18-25,Female,Married,Bachelor,Research & Development,Laboratory Technician,High,High,2886,Yes,1,6,5-10 years,Yes,1,Travel_Frequently,7,Far,0,0,Low,Good,647,Life Sciences
30,26-35,Male,Married,Master,Sales,Sales Representative,Low,Very High,2033,No,0,1,0-2 years,Yes,1,Travel_Frequently,12,Very Far,1,0,Low,Good,648,Life Sciences
34,26-35,Male,Married,College,Research & Development,Research Scientist,Very High,High,3622,Yes,1,6,5-10 years,No,0,Travel_Rarely,1,Near,0,0,Low,Good,649,Life Sciences
31,26-35,Male,Divorced,Master,Sales,Sales Executive,Low,Low,4233,No,0,3,2-5 years,Yes,1,Travel_Rarely,13,Very Far,1,0,,Good,650,Medical
35,26-35,Male,Single,College,Research & Development,Laboratory Technician,Very High,High,3681,No,0,3,2-5 years,No,0,Travel_Rarely,25,Very Far,0,0,,Good,652,Other
31,26-35,Male,Divorced,Master,Sales,Sales Executive,Very High,Very High,5460,No,0,7,5-10 years,No,0,Travel_Rarely,6,Far,0,1,Medium,Outstanding,653,Medical
27,26-35,Female,Divorced,Master,Research & Development,Research Scientist,High,Medium,2187,No,0,5,2-5 years,No,0,Travel_Rarely,6,Far,1,0,Medium,Good,655,Medical
37,36-45,Male,Married,Bachelor,Sales,Sales Executive,High,Medium,9602,Yes,1,3,2-5 years,No,0,Travel_Rarely,2,Near,1,0,Low,Good,656,Marketing
20,18-25,Female,Single,Bachelor,Research & Development,Research Scientist,Medium,Very High,2836,No,0,1,0-2 years,No,0,Travel_Rarely,1,Near,1,0,,Good,657,Life Sciences
42,36-45,Female,Married,Master,Research & Development,Healthcare Representative,Very High,High,4089,No,0,10,5-10 years,No,0,Travel_Rarely,2,Near,0,0,Medium,Good,659,Life Sciences
43,36-45,Male,Divorced,Master,Research & Development,Research Director,Very High,Medium,16627,Yes,1,1,0-2 years,No,0,Travel_Rarely,6,Far,1,0,Low,Good,661,Other
38,36-45,Female,Single,Below College,Research & Development,Research Scientist,Low,Medium,2619,No,0,0,,No,0,Travel_Rarely,1,Near,1,0,,Good,662,Life Sciences
43,36-45,Male,Divorced,Doctor,Research & Development,Laboratory Technician,High,High,5679,Yes,1,8,5-10 years,No,0,Travel_Frequently,9,Far,0,1,Low,Good,663,Medical
48,46-55,Female,Married,Master,Research & Development,Manager,Low,Low,15402,No,0,3,2-5 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,664,Life Sciences
44,36-45,Female,Single,Master,Human Resources,Human Resources,High,Very High,5985,No,0,2,0-2 years,No,0,Travel_Rarely,1,Near,0,0,,Good,665,Life Sciences
34,26-35,Female,Divorced,Bachelor,Sales,Sales Representative,High,High,2579,Yes,1,8,5-10 years,No,0,Travel_Rarely,14,Very Far,0,0,Medium,Good,666,Technical Degree
27,26-35,Male,Divorced,Below College,Sales,Sales Representative,Low,High,3041,No,0,4,2-5 years,Yes,1,Travel_Rarely,2,Near,1,0,Low,Good,667,Marketing
21,18-25,Male,Single,Below College,Sales,Sales Representative,High,High,3447,No,0,3,2-5 years,No,0,Travel_Rarely,22,Very Far,0,0,,Good,669,Technical Degree
44,36-45,Male,Married,Master,Research & Development,Manager,Very High,Very High,19513,Yes,1,2,0-2 years,No,0,Travel_Rarely,3,Moderate,0,0,Low,Good,671,Other
22,18-25,Male,Married,Below College,Research & Development,Research Scientist,High,High,2773,No,0,2,0-2 years,No,0,Travel_Rarely,6,Far,0,0,,Outstanding,675,Medical
33,26-35,Male,Divorced,Master,Sales,Sales Executive,High,High,7104,No,0,5,2-5 years,No,0,Travel_Rarely,8,Far,0,0,,Good,677,Marketing
32,26-35,Female,Married,Master,Research & Development,Research Scientist,Very High,Medium,6322,Yes,1,6,5-10 years,No,0,Travel_Rarely,9,Far,1,0,Low,Good,679,Life Sciences
30,26-35,Female,Divorced,Bachelor,Research & Development,Research Scientist,High,High,2083,No,0,1,0-2 years,No,0,Travel_Frequently,3,Moderate,0,0,Low,Outstanding,680,Medical
53,46-55,Female,Single,Below College,Sales,Sales Executive,Low,Very High,8381,No,0,14,10-20 years,No,0,Travel_Rarely,1,Near,1,1,,Outstanding,682,Medical
34,26-35,Male,Married,Doctor,Research & Development,Research Scientist,Very High,Medium,2691,No,0,10,5-10 years,No,0,Travel_Rarely,1,Near,1,1,Low,Good,683,Life Sciences
45,36-45,Female,Married,Master,Sales,Sales Executive,Low,High,4286,No,0,1,0-2 years,Yes,1,Travel_Frequently,26,Very Far,1,0,Medium,Good,684,Life Sciences
26,26-35,Female,Married,Bachelor,Research & Development,Laboratory Technician,Very High,High,2659,Yes,1,3,2-5 years,No,0,Travel_Rarely,6,Far,0,0,Low,Good,686,Life Sciences
37,36-45,Male,Married,Bachelor,Research & Development,Manufacturing Director,High,High,9434,No,0,10,5-10 years,No,0,Travel_Rarely,3,Moderate,0,1,Low,Good,689,Other
29,26-35,Female,Married,College,Sales,Sales Executive,High,Medium,5561,No,0,6,5-10 years,No,0,Travel_Rarely,3,Moderate,1,0,Low,Good,690,Medical
35,26-35,Male,Single,Master,Research & Development,Research Scientist,Very High,High,6646,No,0,17,10-20 years,No,0,Travel_Rarely,6,Far,0,1,,Good,691,Life Sciences
33,26-35,Male,Divorced,Bachelor,Research & Development,Healthcare Representative,Very High,Low,7725,No,0,13,10-20 years,No,0,Travel_Frequently,6,Far,1,1,Low,Outstanding,692,Life Sciences
54,46-55,Male,Married,Master,Human Resources,Human Resources,Medium,Very High,10725,No,0,9,5-10 years,No,0,Travel_Rarely,19,Very Far,1,1,Low,Good,698,Medical
36,36-45,Male,Divorced,College,Research & Development,Manufacturing Director,Medium,High,8847,Yes,1,3,2-5 years,No,0,Travel_Rarely,9,Far,1,0,Low,Good,699,Medical
27,26-35,Male,Single,Master,Research & Development,Research Scientist,Very High,High,2045,No,0,4,2-5 years,No,0,Travel_Rarely,3,Moderate,0,0,,Good,700,Medical
20,18-25,Male,Single,Below College,Research & Development,Research Scientist,High,High,1009,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,10,Far,0,0,,Good,701,Medical
33,26-35,Male,Single,Bachelor,Research & Development,Research Scientist,Low,High,3348,Yes,1,10,5-10 years,Yes,1,Travel_Frequently,3,Moderate,1,1,,Good,702,Life Sciences
35,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,High,High,1281,No,0,1,0-2 years,No,0,Non-Travel,3,Moderate,0,0,Medium,Good,704,Life Sciences
23,18-25,Male,Married,Bachelor,Research & Development,Research Scientist,Low,Very High,2819,No,0,3,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,Low,Good,705,Medical
25,18-25,Male,Married,Bachelor,Sales,Sales Executive,Medium,High,4851,No,0,3,2-5 years,No,0,Travel_Rarely,8,Far,1,0,Low,Outstanding,707,Life Sciences
38,36-45,Female,Single,Master,Sales,Sales Executive,Very High,High,4028,No,0,7,5-10 years,No,0,Travel_Rarely,7,Far,0,0,,Outstanding,709,Marketing
29,26-35,Male,Divorced,Master,Research & Development,Research Scientist,Very High,High,2720,No,0,10,5-10 years,No,0,Travel_Frequently,1,Near,0,0,Low,Good,710,Life Sciences
48,46-55,Male,Married,Below College,Sales,Sales Executive,Medium,High,8120,No,0,2,0-2 years,No,0,Travel_Rarely,2,Near,1,0,,Good,712,Marketing
27,26-35,Female,Divorced,Below College,Sales,Sales Executive,Very High,High,4647,Yes,1,6,5-10 years,No,0,Travel_Frequently,3,Moderate,0,0,Medium,Outstanding,714,Medical
37,36-45,Male,Single,College,Research & Development,Research Scientist,Very High,High,4680,No,0,1,0-2 years,No,0,Travel_Rarely,10,Far,0,0,,Good,715,Life Sciences
50,46-55,Male,Married,Below College,Research & Development,Laboratory Technician,High,High,3221,Yes,1,20,10-20 years,No,0,Travel_Rarely,28,Very Far,0,1,High,Good,716,Medical
34,26-35,Female,Single,Bachelor,Research & Development,Healthcare Representative,Medium,Very High,8621,No,0,8,5-10 years,No,0,Travel_Rarely,9,Far,1,1,,Good,717,Medical
24,18-25,Female,Single,College,Sales,Sales Executive,High,High,4577,No,0,2,0-2 years,Yes,1,Travel_Rarely,3,Moderate,0,0,,Good,720,Life Sciences
39,36-45,Female,Single,Master,Research & Development,Healthcare Representative,High,High,4553,No,0,20,10-20 years,No,0,Travel_Rarely,2,Near,0,1,,Good,721,Technical Degree
32,26-35,Male,Single,Bachelor,Sales,Sales Executive,Very High,Medium,5396,No,0,10,5-10 years,No,0,Travel_Rarely,10,Far,1,0,,Good,722,Marketing
50,46-55,Male,Married,College,Sales,Sales Executive,High,High,6796,Yes,1,4,2-5 years,Yes,1,Travel_Frequently,8,Far,0,0,Low,Good,723,Technical Degree
38,36-45,Female,Single,Master,Research & Development,Healthcare Representative,Very High,Medium,7625,No,0,9,5-10 years,No,0,Travel_Rarely,1,Near,1,0,,Good,724,Life Sciences
27,26-35,Female,Married,College,Research & Development,Manufacturing Director,Low,High,7412,No,0,9,5-10 years,No,0,Travel_Rarely,1,Near,1,0,,Good,725,Life Sciences
32,26-35,Female,Single,College,Research & Development,Research Director,Very High,High,11159,No,0,7,5-10 years,No,0,Travel_Rarely,3,Moderate,0,1,,Good,727,Life Sciences
47,46-55,Male,Single,Master,Sales,Sales Executive,Low,High,4960,No,0,7,5-10 years,No,0,Travel_Rarely,14,Very Far,1,0,,Good,728,Marketing
40,36-45,Male,Married,Master,Sales,Sales Executive,Low,High,10475,Yes,1,18,10-20 years,No,0,Travel_Frequently,5,Moderate,1,0,Low,Outstanding,729,Life Sciences
53,46-55,Male,Married,Bachelor,Research & Development,Research Director,High,High,14814,No,0,5,2-5 years,No,0,Travel_Rarely,7,Far,0,0,,Good,730,Life Sciences
